"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-04-25","4.2",,,"0.5","0.0","0.0","12.1","16.7","6.1",,"  350","  320",,"8.9","11.2","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-04-26","2.1",,,"0.0","0.0","0.0","10.0","17.8","3.9",,"  160","  260",,"6.3","7.2","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-04-27","3.7",,,"0.0","0.0","0.0","12.3","19.4","6.1",,"  210","  260",,"9.8","13.0",,,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-04-28","3.9",,,"3.6","0.0","0.0","7.8","11.1","2.8",,"  340","  340",,"8.1","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-04-29","3.1",,,"0.0","0.0","0.0","6.5","15.0","0.0",,"  360","  340",,"8.1","10.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-04-30","2.9",,,"0.0","0.0","0.0","12.5","22.2","3.3",,"  250","  240",,"8.1","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-01","5.7",,,"0.0","0.0","0.0","18.9","29.4","10.0",,"  230","  220",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-02","7.1",,,"11.7","0.0","0.0","22.8","29.4","15.0",,"  220","  210",,"14.3","20.6","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-03","4.5",,,"13.2","0.0","0.0","20.1","23.3","13.3",,"  230","  220",,"11.6","13.9","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-04","8.2",,,"1.5","0.0","0.0","19.0","25.6","12.8",,"  250","  250",,"20.1","27.3","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-05","4.4",,,"0.0","0.0","0.0","17.7","26.1","11.1",,"  240","  200",,"8.1","10.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-06","3.0",,,"4.8","0.0","0.0","17.9","25.6","11.1",,"   30","   20",,"9.8","13.0",,,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-07","2.4",,,"0.0","0.0","0.0","13.9","20.0","7.8",,"  110","  130",,"6.3","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-08","2.2",,,"0.0","0.0","0.0","15.7","23.9","7.8",,"  170",,,"5.4",,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-09","4.2",,,"5.3","0.0","0.0","18.4","27.2","11.1",,"  240","  240",,"16.1","20.1",,,"    1",,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-10","5.6",,,"3.6","0.0","0.0","19.7","22.2","10.6",,"  310","  290",,"9.4","12.1",,,"    1",,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-11","4.1",,,"35.3","0.0","0.0","9.4","10.6","6.1",,"   30","   20",,"7.2","9.8","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-12","3.1",,,"33.5","0.0","0.0","7.6","10.6","6.1",,"  140","  130",,"7.6","9.8","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-13","2.3",,,"11.2","0.0","0.0","10.8","17.2","7.2",,"   50","   60",,"5.4","6.3","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-14","2.8",,,"8.1","0.0","0.0","15.6","25.0","10.6",,"  140","  150",,"9.8","12.5","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-15","3.3",,,"9.1","0.0","0.0","19.9","22.8","12.8",,"  310","  300",,"9.8","13.0","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-16","2.4",,,"0.0","0.0","0.0","17.5","25.0","10.0",,"  160",,,"5.4",,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-17","3.5",,,"0.0","0.0","0.0","20.1","26.1","12.2",,"   30","   30",,"8.9","12.1",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-18","5.5",,,"0.0","0.0","0.0","17.1","23.3","11.7",,"   60","   70",,"9.8","12.1",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-19","3.6",,,"4.8","0.0","0.0","18.9","25.0","15.0",,"  290","  290",,"7.6","10.3","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-20","2.8",,,"0.0","0.0","0.0","17.8","18.9","12.8",,"  310","  320",,"7.2","8.1",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-21","2.6",,,"10.9","0.0","0.0","14.6","19.4","10.0",,"   70","   60",,"6.7","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-22","3.0",,,"3.3","0.0","0.0","16.3","25.0","12.2",,"  320","  320",,"8.9","11.6","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-23","2.3",,,"0.0","0.0","0.0","18.7","27.2","11.7",,"  180","  160",,"7.2","8.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-24","1.8",,,"0.0","0.0","0.0","21.6","27.8","14.4",,"  180","  160",,"5.8","7.6",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-25","3.1",,,"0.0","0.0","0.0","22.9","30.6","14.4",,"  190","  280",,"7.6","11.6",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-26","2.3",,,"0.0","0.0","0.0","22.4","27.8","18.3",,"  180","  180",,"6.7","8.1",,,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-27","2.1",,,"0.0","0.0","0.0","24.0","32.8","17.8",,"  320","  320",,"7.2","8.5","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-28","1.5",,,"0.0","0.0","0.0","27.3","34.4","20.6",,"  150","  150",,"5.4","7.2","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-29","3.0",,,"0.0","0.0","0.0","27.3","32.8","21.1",,"  100","   90",,"6.7","9.4",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-30","5.1",,,"4.8","0.0","0.0","25.4","30.0","20.6",,"  170","  170",,"13.9","16.5","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-05-31","6.7",,,"0.0","0.0","0.0","26.3","32.2","22.8",,"  240","  210",,"8.9","14.3",,,"    1",,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-01","3.1",,,"1.3","0.0","0.0","25.0","27.8","16.1",,"   10","   10",,"8.1","10.7",,,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-02","3.0",,,"0.0","0.0","0.0","17.7","22.2","14.4",,"   10","   10",,"8.1","9.8",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-03","3.8",,,"2.8","0.0","0.0","18.7","24.4","15.0",,"  280","  270",,"10.7","13.4","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-04","6.1",,,"0.5","0.0","0.0","18.6","23.3","14.4",,"  270","  280",,"10.7","14.3",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-05","3.9",,,"2.5","0.0","0.0","17.8","21.7","12.2",,"  310","  300",,"9.4","12.5",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-06","2.3",,,"0.0","0.0","0.0","15.4","22.8","9.4",,"  150","  160",,"6.7","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-07","2.7",,,"0.0","0.0","0.0","20.7","28.9","15.6",,"   70","   70",,"6.3","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-08","2.8",,,"0.0","0.0","0.0","22.4","28.3","16.7",,"   70","   30",,"5.4","6.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-09","3.4",,,"3.3","0.0","0.0","20.5","22.8","18.3",,"   90","   90",,"7.6","11.2",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-10","4.6",,,"1.3","0.0","0.0","18.6","20.0","17.2",,"   60","   60",,"9.4","12.5","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-11","4.7",,,"0.0","0.0","0.0","20.2","25.0","15.6",,"   80","  120",,"8.9","11.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-12","3.0",,,"0.0","0.0","0.0","21.1","25.0","16.7",,"  170","  180",,"6.3","8.5","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-13","5.0",,,"0.0","0.0","0.0","24.4","30.0","17.8",,"  280","  270",,"12.5","15.2","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-14","3.8",,,"0.0","0.0","0.0","22.7","29.4","15.0",,"  290","  270",,"7.6","11.2",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-15","1.7",,,"0.0","0.0","0.0","22.2","28.9","15.0",,"  180","  160",,"6.3","8.5",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-16","1.8",,,"2.8","0.0","0.0","23.9","30.0","20.0",,"  270","  260",,"6.7","7.6",,,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-17","2.3",,,"0.0","0.0","0.0","27.4","35.6","20.6",,"  240","  230",,"7.2","8.9","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-18","6.0",,,"35.3","0.0","0.0","30.5","35.6","22.2",,"  240","  240",,"10.7","13.0","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-19","3.5",,,"0.0","0.0","0.0","24.1","26.1","20.0",,"   70","   70",,"6.7","8.5","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-20","2.5",,,"10.9","0.0","0.0","19.9","23.3","15.0",,"   20","   20",,"5.8","6.7","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-21","3.7",,,"0.0","0.0","0.0","21.0","26.1","15.6",,"   90","   90",,"7.6","10.3","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-22","4.7",,,"0.3","0.0","0.0","20.8","23.3","18.3",,"   60","   70",,"7.6","11.6","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-23","2.1",,,"27.7","0.0","0.0","21.1","25.6","19.4",,"  280","  280",,"6.7","8.9","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-24","3.6",,,"1.8","0.0","0.0","21.7","25.0","17.8",,"   10","   10",,"7.2","8.9","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-25","3.6",,,"0.0","0.0","0.0","19.4","24.4","13.3",,"   70","   80",,"6.3","8.1",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-26","2.7",,,"0.0","0.0","0.0","19.9","26.7","12.8",,"  160","  120",,"5.8","7.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-27","4.8",,,"2.5","0.0","0.0","22.9","27.2","20.0",,"  240","  230",,"9.8","12.5","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-28","2.9",,,"0.0","0.0","0.0","24.2","31.7","19.4",,"  250","  240",,"6.3","8.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-29","3.3",,,"0.0","0.0","0.0","27.0","32.8","20.6",,"  170","  170",,"7.2","12.1",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-06-30","4.1",,,"0.0","0.0","0.0","29.2","34.4","24.4",,"  210","  210",,"8.1","10.3",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-01","3.8",,,"0.0","0.0","0.0","28.8","33.9","23.9",,"  180","  130",,"8.1","10.3",,,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-02","3.4",,,"0.0","0.0","0.0","28.7","32.2","24.4",,"  270","  280",,"6.3","8.5",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-03","2.7",,,"0.0","0.0","0.0","27.3","32.8","21.1",,"  170","  180",,"5.8","7.2",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-04","1.8",,,"0.0","0.0","0.0","28.4","33.9","23.9",,"  170","  160",,"6.7","7.6",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-05","3.9",,,"0.0","0.0","0.0","29.5","35.6","25.6",,"  360","   20",,"9.4","14.3",,,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-06","5.6",,,"0.0","0.0","0.0","24.8","27.2","17.2",,"   10","   10",,"9.4","12.1",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-07","2.6",,,"0.0","0.0","0.0","20.9","27.2","12.8",,"  110","   70",,"5.8","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-08","1.5",,,"0.0","0.0","0.0","22.8","30.0","14.4",,"  180","  110",,"5.8","7.6",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-09","3.3",,,"0.0","0.0","0.0","25.1","33.3","16.7",,"  250","  250",,"7.6","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-10","3.0",,,"0.0","0.0","0.0","26.4","31.7","20.6",,"  350","   30",,"6.7","8.9",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-11","2.2",,,"0.0","0.0","0.0","24.1","30.0","16.7",,"   90","  100",,"7.2","9.8",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-12","2.0",,,"0.0","0.0","0.0","23.2","28.3","16.1",,"  130","  150",,"5.8","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-13","2.2",,,"0.0","0.0","0.0","25.5","32.2","20.0",,"  180","  170",,"6.3","8.1",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-14","2.6",,,"0.0","0.0","0.0","26.5","31.7","22.2",,"  270","  230",,"5.4","6.7",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-15","1.6",,,"7.4","0.0","0.0","28.2","34.4","23.3",,"  280","  170",,"6.7","8.5",,,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-16","3.1",,,"1.8","0.0","0.0","27.3","32.8","22.8",,"  170","  170",,"11.2","13.4",,,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-17","3.7",,,"0.0","0.0","0.0","24.5","28.9","18.3",,"  310","  330",,"9.4","13.0",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-18","2.5",,,"0.0","0.0","0.0","22.6","28.3","16.1",,"  160","  170",,"6.3","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-19","2.7",,,"0.0","0.0","0.0","23.2","27.8","16.7",,"  140","  150",,"6.3","8.5",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-20","4.3",,,"1.0","0.0","0.0","23.6","27.8","20.0",,"  170","  170",,"9.4","11.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-21","2.9",,,"11.9","0.0","0.0","21.6","22.8","20.0",,"  160","  150",,"6.3","8.5","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-22","3.8",,,"0.8","0.0","0.0","21.2","22.8","17.8",,"   50","   40",,"8.9","11.2","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-23","1.3",,,"0.0","0.0","0.0","20.6","27.2","16.1",,"  170","  130",,"4.0","5.8","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-24","2.2",,,"0.0","0.0","0.0","24.5","30.0","21.1",,"  280","  280",,"6.7","7.6",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-25","2.2",,,"0.0","0.0","0.0","25.8","32.2","20.0",,"  340","  330",,"5.8","9.8",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-26","4.3",,,"9.1","0.0","0.0","24.2","30.0","18.9",,"  260","  250",,"17.0","21.5","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-27","3.3",,,"0.5","0.0","0.0","21.7","28.3","15.0",,"  300","  310",,"7.6","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-28","3.0",,,"0.0","0.0","0.0","21.1","27.8","15.0",,"  240","  250",,"7.6","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-29","2.9",,,"0.0","0.0","0.0","22.8","28.3","17.8",,"  190","  200",,"8.1","9.4",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-30","1.4",,,"0.0","0.0","0.0","22.0","26.7","16.7",,"  180","  170",,"5.8","6.3",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-07-31","3.4",,,"75.2","0.0","0.0","21.7","26.7","18.3",,"   10","   10",,"9.4","13.0","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-01","3.7",,,"1.0","0.0","0.0","21.6","27.2","18.3",,"   20","   20",,"9.8","13.4","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-02","3.6",,,"0.0","0.0","0.0","22.2","30.0","16.7",,"  200","  200",,"8.1","10.7","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-03","2.7",,,"0.0","0.0","0.0","24.4","30.0","18.9",,"  160","  210",,"6.3","7.6","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-04","1.6",,,"0.0","0.0","0.0","25.3","31.1","19.4",,"  180","  230",,"5.4","7.2","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-05","4.9",,,"0.0","0.0","0.0","27.2","33.3","21.7",,"  210","  220",,"9.4","11.6","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-06","3.7",,,"7.9","0.0","0.0","26.8","31.7","22.2",,"  150","  170",,"7.6","9.8","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-07","2.2",,,"0.0","0.0","0.0","24.3","30.0","21.1",,"  180","  150",,"5.8","6.7","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-08","3.6",,,"0.5","0.0","0.0","25.3","30.6","22.2",,"  250","  270",,"6.3","8.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-09","3.5",,,"0.3","0.0","0.0","24.1","30.0","18.9",,"  220","  220",,"8.9","11.2",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-10","2.5",,,"0.0","0.0","0.0","24.6","28.9","19.4",,"   40","   60",,"5.8","8.5",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-11","1.7",,,"0.5","0.0","0.0","23.0","30.0","16.7",,"  310","  320",,"8.1","10.7",,,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-12","2.0",,,"0.0","0.0","0.0","23.8","29.4","18.9",,"  320","  360",,"7.2","8.9","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-13","2.2",,,"0.0","0.0","0.0","24.1","30.0","18.3",,"  120","  120",,"5.4","7.2","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-14","2.9",,,"0.0","0.0","0.0","25.5","31.1","18.9",,"  240","  250",,"6.7","9.4",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-15","3.6",,,"0.0","0.0","0.0","25.9","30.6","20.6",,"  230","  230",,"7.2","9.4",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-16","3.4",,,"6.1","0.0","0.0","23.3","25.0","21.7",,"  190","  170",,"6.3","7.6","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-17","2.9",,,"3.3","0.0","0.0","24.2","27.8","22.2",,"  240","  250",,"5.4","6.7","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-18","2.3",,,"2.8","0.0","0.0","24.3","29.4","20.6",,"  360","  360",,"6.3","7.2","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-19","2.2",,,"0.0","0.0","0.0","23.6","27.2","20.6",,"  180","  160",,"5.4","6.3","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-20","3.0",,,"0.0","0.0","0.0","23.0","28.3","19.4",,"   80","  120",,"5.4","7.6",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-21","4.7",,,"3.0","0.0","0.0","24.2","29.4","20.6",,"  270","  260",,"10.3","13.0","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-22","4.5",,,"0.0","0.0","0.0","20.7","25.6","15.6",,"  330","  320",,"9.8","12.5",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-23","3.6",,,"0.0","0.0","0.0","20.5","28.3","13.9",,"  230","  260",,"8.9","11.2",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-24","3.5",,,"0.0","0.0","0.0","20.9","26.7","15.0",,"  200","  220",,"7.6","9.8",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-25","5.2",,,"5.1","0.0","0.0","23.1","25.6","20.6",,"  200","  200",,"11.2","13.9","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-26","2.3",,,"0.0","0.0","0.0","24.6","30.6","21.1",,"  170","  270",,"5.4","7.6","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-27","6.0",,,"0.0","0.0","0.0","27.4","32.8","22.8",,"  220","  230",,"11.2","13.9","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-28","7.1",,,"0.0","0.0","0.0","28.3","32.8","24.4",,"  220","  210",,"13.0","15.2",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-29","5.2",,,"0.0","0.0","0.0","26.9","30.6","20.0",,"  280","  270",,"8.9","11.2",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-30","2.9",,,"0.0","0.0","0.0","21.3","25.6","15.6",,"   70","   90",,"5.4","7.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-08-31","2.6",,,"0.0","0.0","0.0","20.9","27.8","15.0",,"  170","  180",,"7.2","8.9",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2018-09-01","3.1",,,"18.5","0.0","0.0","23.4","30.6","19.4",,"  290","  270",,"13.0","16.5","    1","    1","    1",,,,,"    1",,,,,,,,,,,,
